gene_id	lsv_id	lsv_type	mean_psi_per_lsv_junction	stdev_psi_per_lsv_junction	num_junctions	num_exons	junctions_coords	ir_coords
AT1G35710.Araport11.447	AT1G35710.Araport11.447:s:na-13224015	s|1e1.1o1|1e2.1o1	0.9953;0.0047	0.0000;0.0000	2	3	13224015-13224100;13224015-13224120	
AT5G37590.Araport11.447	AT5G37590.Araport11.447:s:14928703-14928748	s|1e1.1o2|1e1.2o2	0.9070;0.0930	0.0522;0.0522	2	2	14928621-14928703;14928617-14928703	
AT3G27000.Araport11.447	AT3G27000.Araport11.447:s:9954750-9954850	s|1e1.1o1|2e1.1o1	0.4592;0.5408	0.1501;0.1501	2	2	9954650-9954772;9954650-9954750	
AT1G35710.Araport11.447	AT1G35710.Araport11.447:t:13221849-13222133	t|1e1.1o1|2e2.1o1	0.7536;0.2464	0.1010;0.1010	2	3	13221210-13221849;13221810-13221955	
AT2G44140.Araport11.447	AT2G44140.Araport11.447:s:18257169-18257235	s|1e1.1o2|1e1.2o2	0.3189;0.6811	0.0964;0.0964	2	2	18257083-18257169;18257008-18257169	
AT4G01290.Araport11.447	AT4G01290.Araport11.447:s:542701-542903	s|1e1.1o2|1e1.2o2	0.9152;0.0848	0.0449;0.0449	2	2	542361-542701;542358-542701	
AT1G08520.Araport11.447	AT1G08520.Araport11.447:t:2697015-2697193	t|1e1.1o1|1e2.1o1|2e1.1o1	0.9317;0.0318;0.0388	0.0260;0.0191;0.0211	3	3	2696810-2697015;2696839-2697015;2696810-2697019	
AT1G35710.Araport11.447	AT1G35710.Araport11.447:t:13222164-na	t|1e1.1o1|1e2.1o2	0.9047;0.0953	0.0532;0.0532	2	3	13221210-13222164;13222077-13222164	
AT4G01290.Araport11.447	AT4G01290.Araport11.447:s:540447-na	s|1e1.1o1|1e2.1o1	0.9738;0.0262	0.0138;0.0138	2	3	540029-540447;539878-540447	
AT1G08520.Araport11.447	AT1G08520.Araport11.447:s:2697453-2697769	s|1e1.1o2|1e1.2o2	0.9731;0.0269	0.0153;0.0153	2	2	2697769-2697872;2697769-2697877	
AT1G36070.Araport11.447	AT1G36070.Araport11.447:s:13470339-13470394	s|1e1.1o2|1e1.2o2	0.6172;0.3828	0.0698;0.0698	2	2	13470269-13470339;13470266-13470339	
AT4G25290.Araport11.447	AT4G25290.Araport11.447:s:12943985-12944096	s|1e1.1o2|1e1.2o2	0.5000;0.5000	0.1312;0.1312	2	2	12943899-12943985;12943871-12943985	
AT4G01290.Araport11.447	AT4G01290.Araport11.447:t:na-539878	t|1e1.1o1|1e2.1o1	0.0211;0.9789	0.0118;0.0118	2	3	539878-540447;539878-539945	
AT1G36070.Araport11.447	AT1G36070.Araport11.447:s:13469914-13470003	s|1e1.1o1|1e2.1o1	0.0941;0.9059	0.0472;0.0472	2	3	13469138-13469914;13468699-13469914	
AT4G25315.Araport11.447	AT4G25315.Araport11.447:s:12952750-na	s|1e1.1o1|1e2.1o1	0.2330;0.7670	0.0941;0.0941	2	3	12952452-12952750;12952221-12952750	
AT4G01330.Araport11.447	AT4G01330.Araport11.447:s:552447-552656	s|1e1.1o1|1e2.1o1	0.5596;0.4404	0.0910;0.0910	2	3	552656-552731;552656-552734	
AT1G36070.Araport11.447	AT1G36070.Araport11.447:t:13468565-13468699	t|1e1.1o1|1e2.1o1	0.8433;0.1567	0.0503;0.0503	2	3	13468699-13469914;13468699-13469098	
AT2G28290.Araport11.447	AT2G28290.Araport11.447:s:na-12072240	s|1e1.1o1|1e2.1o1|1e3.1o1	0.7659;0.2093;0.0288	0.0427;0.0407;0.0162	3	4	12072240-12072334;12072240-12072376;12072240-12072418	
AT5G05930.Araport11.447	AT5G05930.Araport11.447:s:1783139-na	s|1e1.1o2|1e1.2o2	0.0526;0.9474	0.0275;0.0275	2	2	1783017-1783139;1782742-1783139	
AT2G28290.Araport11.447	AT2G28290.Araport11.447:s:12058955-12059347	s|1e1.1o2|1e1.2o2	0.1684;0.8316	0.0822;0.0822	2	2	12059347-12059463;12059347-12059466	
AT4G25315.Araport11.447	AT4G25315.Araport11.447:t:12952103-12952221	t|1e1.1o1|1e2.1o1	0.7915;0.2085	0.0847;0.0847	2	3	12952221-12952750;12952221-12952396	
AT1G36730.Araport11.447	AT1G36730.Araport11.447:s:13900635-na	s|1e1.1o1|1e2.1o1	0.9809;0.0191	0.0141;0.0141	2	3	13900298-13900635;13900294-13900635	
AT5G37850.Araport11.447	AT5G37850.Araport11.447:t:15065576-15065701	t|1e1.1o1|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1	0.0980;0.4622;0.0396;0.2910;0.1159	0.0343;0.0558;0.0237;0.0513;0.0414	5	5	15065479-15065576;15065479-15065605;15065504-15065605;15065512-15065605;15065528-15065605	
AT2G44180.Araport11.447	AT2G44180.Araport11.447:s:18269643-18269860	s|1e1.1o1|1e2.1o1	0.9521;0.0479	0.0205;0.0205	2	3	18269552-18269643;18269539-18269643	
AT5G05930.Araport11.447	AT5G05930.Araport11.447:s:1782018-1782129	s|1e1.1o2|1e1.2o2	0.2793;0.7207	0.0529;0.0529	2	2	1781872-1782018;1781832-1782018	
AT5G37850.Araport11.447	AT5G37850.Araport11.447:s:15066674-15066778	s|1e1.2o2|2e1.1o2	0.0216;0.9784	0.0159;0.0159	2	2	15066706-15067128;15066778-15067113	
AT1G42470.Araport11.447	AT1G42470.Araport11.447:s:15930233-15930316	s|1e1.1o2|1e1.2o2	0.1636;0.8364	0.0690;0.0690	2	2	15930316-15930398;15930316-15930424	
AT4G01590.Araport11.447	AT4G01590.Araport11.447:s:689185-689236	s|1e1.1o1|1e2.1o1	0.8069;0.1931	0.0616;0.0616	2	3	689096-689185;689093-689185	
AT1G18690.Araport11.447	AT1G18690.Araport11.447:t:6434162-6434239	t|1e1.1o1|1e2.1o1	0.2264;0.7736	0.0686;0.0686	2	3	6433670-6434162;6433688-6434162	
AT1G42540.Araport11.447	AT1G42540.Araport11.447:t:15975262-15975539	t|1e1.1o1|1e2.1o1	0.1148;0.8852	0.0621;0.0621	2	3	15975182-15975262;15975184-15975262	
AT2G44240.Araport11.447	AT2G44240.Araport11.447:s:18291134-18291187	s|1e1.1o1|2e1.1o1	0.0350;0.9650	0.0206;0.0206	2	2	18291147-18291384;18291187-18291384	
AT5G57035.Araport11.447	AT5G57035.Araport11.447:s:23081673-23081977	s|1e1.1o2|1e1.2o2	0.9206;0.0794	0.0442;0.0442	2	2	23081977-23082059;23081977-23082063	
AT2G28320.Araport11.447	AT2G28320.Araport11.447:s:12095584-12095642	s|1e1.1o1|2e1.1o1	0.8479;0.1521	0.0743;0.0743	2	2	12095637-12095733;12095642-12095733	
AT5G05930.Araport11.447	AT5G05930.Araport11.447:s:1781758-1781872	s|1e1.1o2|1e1.2o2	0.8551;0.1449	0.0442;0.0442	2	2	1781490-1781758;1781485-1781758	
AT5G57060.Araport11.447	AT5G57060.Araport11.447:s:23090627-23090714	s|1e1.1o1|2e1.1o1	0.9031;0.0969	0.0411;0.0411	2	2	23090675-23091001;23090714-23091001	
AT2G28320.Araport11.447	AT2G28320.Araport11.447:s:12096969-12097045	s|1e1.1o1|2e1.1o1	0.7740;0.2260	0.0613;0.0613	2	2	12097040-12097280;12097045-12097280	
AT5G05930.Araport11.447	AT5G05930.Araport11.447:s:1781048-1781151	s|1e1.1o1|2e1.1o1	0.8465;0.1535	0.0409;0.0409	2	2	1780844-1781090;1780844-1781048	
AT4G01690.Araport11.447	AT4G01690.Araport11.447:s:730407-730592	s|1e1.1o2|1e1.2o2	0.0785;0.9215	0.0273;0.0273	2	2	730592-730681;730592-730688	
AT1G42960.Araport11.447	AT1G42960.Araport11.447:s:16126227-16126347	s|1e1.1o2|1e1.2o2	0.0102;0.9898	0.0039;0.0039	2	2	16126347-16126506;16126347-16126521	
AT5G38210.Araport11.447	AT5G38210.Araport11.447:s:na-15261791	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	0.1151;0.1366;0.5344;0.2024	0.0550;0.0618;0.0843;0.0670	4	4	15261791-15262251;15261791-15262975;15261791-15263892;15261791-15263901	
AT1G08550.Araport11.447	AT1G08550.Araport11.447:s:2707424-2707677	s|1e1.1o1|2e1.1o1	0.0936;0.9064	0.0424;0.0424	2	2	2707661-2707755;2707677-2707755	
AT4G25440.Araport11.447	AT4G25440.Araport11.447:s:13009535-na	s|1e1.1o1|1e2.1o1	0.2001;0.7999	0.1039;0.1039	2	3	13009457-13009535;13009433-13009535	
AT5G38210.Araport11.447	AT5G38210.Araport11.447:t:15263892-15263924	t|1e1.1o1|1e2.1o1|2e1.1o1	0.5721;0.2071;0.2144	0.0833;0.0708;0.0702	3	3	15261791-15263892;15263679-15263892;15261791-15263901	
AT1G42960.Araport11.447	AT1G42960.Araport11.447:t:16126227-16126347	t|1e1.1o1|2e2.1o1	0.9869;0.0131	0.0071;0.0071	2	3	16125929-16126227;16125931-16126228	
AT1G08550.Araport11.447	AT1G08550.Araport11.447:s:2707755-2707921	s|1e1.1o2|1e1.2o2	0.8960;0.1040	0.0394;0.0394	2	2	2707921-2708187;2707921-2708192	
AT4G01710.Araport11.447	AT4G01710.Araport11.447:s:735947-736019	s|1e1.1o2|1e1.2o2	0.6396;0.3604	0.0692;0.0692	2	2	736019-736090;736019-736116	
AT2G44280.Araport11.447	AT2G44280.Araport11.447:s:18303287-18303483	s|1e1.1o1|2e1.1o1	0.1734;0.8266	0.0792;0.0792	2	2	18303185-18303298;18303185-18303287	
AT1G43130.Araport11.447	AT1G43130.Araport11.447:t:16230175-16230227	t|1e1.1o1|1e2.1o1	0.9626;0.0374	0.0199;0.0199	2	3	16230227-16231042;16230227-16230505	
AT4G25450.Araport11.447	AT4G25450.Araport11.447:s:13013522-na	s|1e1.1o2|1e1.2o2	0.9291;0.0709	0.0437;0.0437	2	2	13013345-13013522;13013341-13013522	
AT2G02710.Araport11.447	AT2G02710.Araport11.447:s:759691-759898	s|1e1.1o1|2e1.1o1	0.0160;0.9840	0.0099;0.0099	2	2	759603-759701;759603-759691	
AT2G28360.Araport11.447	AT2G28360.Araport11.447:s:12127477-12127685	s|1e1.1o1|1e2.1o1	0.1351;0.8649	0.0623;0.0623	2	3	12127347-12127477;12127131-12127477	
AT4G25450.Araport11.447	AT4G25450.Araport11.447:s:13012818-13012945	s|1e1.1o1|2e1.1o1	0.8050;0.1950	0.0676;0.0676	2	2	13012649-13012844;13012649-13012818	
AT2G02710.Araport11.447	AT2G02710.Araport11.447:s:759249-759304	s|1e1.1o2|1e1.2o2	0.8277;0.1723	0.0330;0.0330	2	2	759160-759249;759154-759249	
AT2G28360.Araport11.447	AT2G28360.Araport11.447:t:12127034-12127131	t|1e1.1o1|1e2.1o1	0.8699;0.1301	0.0562;0.0562	2	3	12127131-12127477;12127131-12127221	
AT2G02710.Araport11.447	AT2G02710.Araport11.447:s:759091-759160	s|1e1.1o1|2e1.1o1|2e2.1o1	0.0472;0.8838;0.0693	0.0215;0.0349;0.0271	3	3	758952-759096;758952-759091;758948-759091	
AT5G05970.Araport11.447	AT5G05970.Araport11.447:s:na-1798877	s|1e1.1o2|1e1.2o2	0.2776;0.7224	0.0948;0.0948	2	2	1798877-1798958;1798877-1798961	
AT4G25450.Araport11.447	AT4G25450.Araport11.447:s:13011184-13011463	s|1e1.1o2|1e1.2o2	0.0360;0.9640	0.0248;0.0248	2	2	13011085-13011184;13011080-13011184	
AT4G01800.Araport11.447	AT4G01800.Araport11.447:s:775267-775473	s|1e1.1o2|2e1.2o2	0.0557;0.9443	0.0237;0.0237	2	2	775197-775283;775168-775267	
AT3G27110.Araport11.447	AT3G27110.Araport11.447:s:9998746-9998925	s|1e1.1o1|1e2.1o1	0.7928;0.2072	0.0598;0.0598	2	3	9998925-9999052;9998925-9999324	
AT1G43170.Araport11.447	AT1G43170.Araport11.447:s:na-16266790	s|1e1.1o3|1e1.2o3|1e1.3o3	0.9039;0.0770;0.0177	0.0261;0.0221;0.0131	3	2	16266790-16266976;16266790-16266979;16266790-16266982	
AT1G43190.Araport11.447	AT1G43190.Araport11.447:s:16277642-16277723	s|1e1.1o1|1e2.1o1	0.9551;0.0449	0.0253;0.0253	2	3	16277451-16277642;16277138-16277642	
AT4G25500.Araport11.447	AT4G25500.Araport11.447:s:na-13024677	s|1e1.1o1|1e2.1o1	0.0468;0.9532	0.0201;0.0201	2	3	13024677-13024765;13024677-13025163	
AT4G01800.Araport11.447	AT4G01800.Araport11.447:s:775061-775197	s|1e1.1o1|2e1.1o1	0.9256;0.0744	0.0377;0.0377	2	2	774973-775065;774973-775061	
AT1G43190.Araport11.447	AT1G43190.Araport11.447:t:16277074-16277138	t|1e1.1o1|1e2.1o1	0.0598;0.9402	0.0303;0.0303	2	3	16277138-16277642;16277138-16277328	
AT4G25500.Araport11.447	AT4G25500.Araport11.447:s:13025163-13025273	s|1e1.1o1|1e2.1o1	0.1498;0.8502	0.0308;0.0308	2	3	13025273-13025600;13025273-13026056	
AT4G01800.Araport11.447	AT4G01800.Araport11.447:s:774202-774315	s|1e1.1o2|1e1.2o2	0.9717;0.0283	0.0178;0.0178	2	2	774130-774202;774099-774202	
AT1G43620.Araport11.447	AT1G43620.Araport11.447:s:16430029-na	s|1e1.1o2|1e1.2o2	0.6374;0.3626	0.0954;0.0954	2	2	16429754-16430029;16429749-16430029	
AT4G01850.Araport11.447	AT4G01850.Araport11.447:t:na-797488	t|1e1.1o1|1e2.1o1	0.0111;0.9889	0.0048;0.0049	2	3	797488-798203;797488-798199	
AT5G38360.Araport11.447	AT5G38360.Araport11.447:s:15333074-15333118	s|1e1.1o2|1e1.2o2	0.1303;0.8697	0.0767;0.0767	2	2	15332993-15333074;15332990-15333074	
AT3G27110.Araport11.447	AT3G27110.Araport11.447:s:9999324-9999433	s|1e1.1o2|1e1.2o2	0.1857;0.8143	0.0485;0.0485	2	2	9999433-9999534;9999433-9999536	
AT4G25500.Araport11.447	AT4G25500.Araport11.447:t:13025163-13025273	t|1e1.1o1|1e2.1o1	0.9258;0.0742	0.0248;0.0248	2	3	13024677-13025163;13024831-13025163	
AT3G27110.Araport11.447	AT3G27110.Araport11.447:t:9999324-9999433	t|1e1.1o1|1e2.1o1	0.1962;0.8038	0.0511;0.0511	2	3	9998925-9999324;9999148-9999324	
AT1G43700.Araport11.447	AT1G43700.Araport11.447:s:na-16484950	s|1e1.1o2|1e1.2o2	0.0217;0.9783	0.0128;0.0128	2	2	16484950-16485022;16484950-16485046	
AT4G01883.Araport11.447	AT4G01883.Araport11.447:s:813800-813899	s|1e1.1o2|1e1.2o2	0.0795;0.9205	0.0375;0.0375	2	2	813899-813985;813899-813993	
AT3G27110.Araport11.447	AT3G27110.Araport11.447:s:9999757-9999941	s|1e1.1o1|1e2.1o1	0.9213;0.0787	0.0382;0.0382	2	3	9999941-10000031;9999941-10000042	
AT1G43850.Araport11.447	AT1G43850.Araport11.447:t:16617612-na	t|1e1.1o1|1e2.1o1	0.5857;0.4143	0.0847;0.0847	2	3	16617231-16617612;16617492-16617612	
AT1G16010.Araport11.447	AT1G16010.Araport11.447:s:5497248-5497297	s|1e1.1o1|1e2.1o1	0.3706;0.6294	0.0589;0.0589	2	3	5497117-5497248;5497101-5497248	
AT5G05980.Araport11.447	AT5G05980.Araport11.447:s:1800370-1800448	s|1e1.1o2|1e1.2o2	0.9264;0.0736	0.0535;0.0535	2	2	1800264-1800370;1800172-1800370	
AT4G25500.Araport11.447	AT4G25500.Araport11.447:t:13026056-13026168	t|1e1.1o1|1e2.1o1	0.7621;0.2379	0.0372;0.0372	2	3	13025273-13026056;13025856-13026056	
AT1G08630.Araport11.447	AT1G08630.Araport11.447:t:2746404-2746477	t|1e1.1o1|1e2.1o1	0.3422;0.6578	0.1228;0.1228	2	3	2746477-2747890;2746477-2746630	
AT1G43850.Araport11.447	AT1G43850.Araport11.447:s:16620139-16620232	s|1e1.1o1|1e2.1o1	0.9416;0.0584	0.0323;0.0323	2	3	16620232-16620429;16620232-16620644	
AT5G57150.Araport11.447	AT5G57150.Araport11.447:s:na-23152443	s|1e1.1o2|1e1.2o2	0.9087;0.0913	0.0223;0.0223	2	2	23152443-23152523;23152443-23152526	
AT5G38470.Araport11.447	AT5G38470.Araport11.447:s:15406995-15407105	s|1e1.1o1|2e1.1o1	0.9745;0.0255	0.0140;0.0140	2	2	15407101-15407195;15407105-15407195	
AT2G02765.Araport11.447	AT2G02765.Araport11.447:s:777649-na	s|1e1.1o2|1e1.2o2	0.7440;0.2560	0.1421;0.1421	2	2	777576-777649;777547-777649	
AT5G57150.Araport11.447	AT5G57150.Araport11.447:s:23153084-23153254	s|1e1.1o1|1e2.1o1	0.0315;0.9685	0.0180;0.0180	2	3	23153254-23153535;23153254-23154768	
AT2G02765.Araport11.447	AT2G02765.Araport11.447:s:777401-777576	s|1e1.1o2|1e1.2o2	0.7478;0.2522	0.1027;0.1027	2	2	777318-777401;777313-777401	
AT5G38480.Araport11.447	AT5G38480.Araport11.447:t:15410250-na	t|1e1.1o1|1e2.1o1	0.9302;0.0698	0.0256;0.0256	2	3	15409811-15410250;15410149-15410250	
AT2G02765.Araport11.447	AT2G02765.Araport11.447:s:776100-776214	s|1e1.1o1|2e2.1o1	0.3424;0.6576	0.1114;0.1114	2	3	776073-776155;775927-776100	
AT1G43850.Araport11.447	AT1G43850.Araport11.447:t:16620644-na	t|1e1.1o1|1e2.1o1	0.0474;0.9526	0.0273;0.0273	2	3	16620232-16620644;16620498-16620644	
AT4G25570.Araport11.447	AT4G25570.Araport11.447:s:13054522-13054721	s|1e1.1o1|1e2.1o1|1e3.1o1	0.9629;0.0287;0.0114	0.0138;0.0135;0.0045	3	4	13054213-13054522;13054202-13054522;13054179-13054522	
AT2G44420.Araport11.447	AT2G44420.Araport11.447:s:na-18330636	s|1e1.1o2|1e1.2o2|1e2.1o1	0.1340;0.7046;0.1713	0.0664;0.0927;0.0729	3	3	18330636-18330807;18330636-18330846;18330636-18331133	
AT1G43890.Araport11.447	AT1G43890.Araport11.447:s:na-16646814	s|1e1.1o2|1e1.2o2	0.9543;0.0457	0.0230;0.0230	2	2	16646814-16646906;16646814-16646950	
AT5G38510.Araport11.447	AT5G38510.Araport11.447:s:15419080-15419265	s|1e1.1o1|2e1.1o1	0.7862;0.2138	0.0682;0.0682	2	2	15418859-15419100;15418859-15419080	
AT2G44420.Araport11.447	AT2G44420.Araport11.447:t:18331133-18331197	t|1e1.1o1|1e2.1o1	0.1126;0.8874	0.0500;0.0500	2	3	18330636-18331133;18331028-18331133	
AT2G28550.Araport11.447	AT2G28550.Araport11.447:s:12227120-12227265	s|1e1.1o2|1e1.2o2	0.1529;0.8471	0.0648;0.0648	2	2	12227013-12227120;12226861-12227120	
AT1G44000.Araport11.447	AT1G44000.Araport11.447:t:16708625-16708969	t|1e1.1o1|1e2.1o1	0.8912;0.1088	0.0433;0.0433	2	3	16708969-16709336;16708969-16709180	
AT1G08660.Araport11.447	AT1G08660.Araport11.447:s:2759406-2759485	s|1e1.1o1|2e1.1o1	0.1660;0.8340	0.0607;0.0607	2	2	2759245-2759413;2759245-2759406	
AT4G01995.Araport11.447	AT4G01995.Araport11.447:s:873284-873376	s|1e1.1o2|1e1.2o2	0.5075;0.4925	0.0752;0.0752	2	2	873376-873489;873376-873501	
AT1G08660.Araport11.447	AT1G08660.Araport11.447:s:2757589-2757683	s|1e1.1o1|2e1.1o1	0.9137;0.0863	0.0399;0.0399	2	2	2757514-2757602;2757514-2757589	
AT1G44770.Araport11.447	AT1G44770.Araport11.447:s:16908943-16909060	s|1e1.1o2|1e1.2o2	0.8433;0.1567	0.0393;0.0393	2	2	16908866-16908943;16908863-16908943	
AT4G02020.Araport11.447	AT4G02020.Araport11.447:s:na-886728	s|1e1.1o2|1e1.2o2	0.8435;0.1565	0.0551;0.0551	2	2	886728-886980;886728-886983	
AT4G25670.Araport11.447	AT4G25670.Araport11.447:s:13086891-na	s|1e1.1o1|1e2.1o1	0.0332;0.9668	0.0152;0.0152	2	3	13086411-13086891;13086230-13086891	
AT1G44780.Araport11.447	AT1G44780.Araport11.447:s:16910815-16911132	s|1e1.1o2|1e1.2o2	0.6855;0.3145	0.1462;0.1462	2	2	16911132-16911210;16911132-16911213	
AT5G06110.Araport11.447	AT5G06110.Araport11.447:t:na-1843063	t|1e1.1o1|1e2.1o1	0.0724;0.9276	0.0331;0.0331	2	3	1843063-1843644;1843063-1843628	
AT5G57270.Araport11.447	AT5G57270.Araport11.447:s:23203498-na	s|1e1.1o2|1e1.2o2	0.2526;0.7474	0.1087;0.1087	2	2	23203390-23203498;23203375-23203498	
AT4G02030.Araport11.447	AT4G02030.Araport11.447:s:893750-893827	s|1e1.1o2|1e1.2o2	0.8780;0.1220	0.0498;0.0498	2	2	893827-893982;893827-893998	
AT2G02790.Araport11.447	AT2G02790.Araport11.447:s:na-790797	s|1e1.1o1|1e2.1o1	0.1779;0.8221	0.0828;0.0828	2	3	790797-790880;790797-790896	
AT1G44790.Araport11.447	AT1G44790.Araport11.447:s:16913313-16913389	s|1e1.1o3|1e1.2o3|1e1.3o3	0.0451;0.0361;0.9173	0.0222;0.0194;0.0304	3	2	16913228-16913313;16913226-16913313;16913219-16913313	
AT1G08680.Araport11.447	AT1G08680.Araport11.447:s:2766056-2766175	s|1e1.1o2|1e1.2o2	0.7120;0.2880	0.0542;0.0542	2	2	2766175-2766506;2766175-2766509	
AT4G02120.Araport11.447	AT4G02120.Araport11.447:s:941067-941146	s|1e1.1o1|2e1.1o1	0.0379;0.9621	0.0212;0.0212	2	2	941138-941227;941146-941227	
AT1G08680.Araport11.447	AT1G08680.Araport11.447:s:2766506-2766643	s|1e1.1o2|1e1.2o2	0.1029;0.8971	0.0390;0.0390	2	2	2766643-2766720;2766643-2766726	
AT4G02120.Araport11.447	AT4G02120.Araport11.447:s:942203-942265	s|1e1.1o1|1e2.1o1	0.9448;0.0552	0.0255;0.0255	2	3	942265-942340;942265-942610	
AT1G44790.Araport11.447	AT1G44790.Araport11.447:s:16913039-16913095	s|1e1.1o2|1e1.2o2	0.0498;0.9502	0.0180;0.0180	2	2	16912968-16913039;16912965-16913039	
AT5G57270.Araport11.447	AT5G57270.Araport11.447:s:23203318-23203390	s|1e1.1o1|2e1.1o1	0.7500;0.2500	0.1428;0.1428	2	2	23203152-23203348;23203152-23203318	
AT1G44790.Araport11.447	AT1G44790.Araport11.447:s:16912925-16912968	s|1e1.1o1|2e1.1o1	0.0488;0.9512	0.0216;0.0216	2	2	16912841-16912927;16912841-16912925	
AT5G06120.Araport11.447	AT5G06120.Araport11.447:s:na-1844184	s|1e1.1o1|1e2.1o1	0.8399;0.1601	0.0746;0.0746	2	3	1844184-1844737;1844184-1845292	
AT1G44910.Araport11.447	AT1G44910.Araport11.447:s:16975888-16975965	s|1e1.1o2|1e1.2o2	0.1217;0.8783	0.0597;0.0597	2	2	16975965-16976271;16975965-16976274	
AT4G02120.Araport11.447	AT4G02120.Araport11.447:s:942474-942543	s|1e1.1o1|1e2.1o2	0.9238;0.0762	0.0309;0.0309	2	3	942543-942610;942543-942673	
AT2G44480.Araport11.447	AT2G44480.Araport11.447:s:18361739-18361956	s|1e1.1o1|2e1.1o1	0.0822;0.9178	0.0487;0.0487	2	2	18361835-18362048;18361956-18362048	
AT5G06120.Araport11.447	AT5G06120.Araport11.447:t:1845292-1845549	t|1e1.1o1|1e2.1o1	0.2925;0.7075	0.1241;0.1241	2	3	1844184-1845292;1844803-1845292	
AT1G45050.Araport11.447	AT1G45050.Araport11.447:s:17031466-17031569	s|1e1.1o2|1e1.2o2	0.9565;0.0435	0.0260;0.0260	2	2	17031569-17031660;17031569-17031671	
AT4G02120.Araport11.447	AT4G02120.Araport11.447:t:942610-942672	t|1e1.1o1|1e2.1o1	0.0543;0.9457	0.0253;0.0253	2	3	942265-942610;942543-942610	
AT5G57300.Araport11.447	AT5G57300.Araport11.447:t:23210518-23210660	t|1e1.1o1|1e2.1o1|2e1.1o1	0.5673;0.1604;0.2979	0.1250;0.0868;0.1022	3	3	23210660-23211013;23210660-23210875;23210654-23211013	
AT5G06120.Araport11.447	AT5G06120.Araport11.447:s:1849535-1849639	s|1e1.1o2|1e1.2o2	0.4827;0.5173	0.0876;0.0876	2	2	1849639-1849715;1849639-1849718	
AT4G02120.Araport11.447	AT4G02120.Araport11.447:t:942673-942827	t|1e1.1o1|2e2.1o1	0.0702;0.9298	0.0307;0.0307	2	3	942543-942673;942672-942738	
AT2G44490.Araport11.447	AT2G44490.Araport11.447:s:18365162-18365290	s|1e1.1o2|1e1.2o2	0.9933;0.0067	0.0016;0.0016	2	2	18365290-18365393;18365290-18365397	
AT3G27260.Araport11.447	AT3G27260.Araport11.447:s:na-10068007	s|1e1.1o1|1e2.1o1	0.9376;0.0624	0.0323;0.0323	2	3	10068007-10068344;10068007-10068436	
AT3G27260.Araport11.447	AT3G27260.Araport11.447:s:10070300-10070372	s|1e1.1o3|1e1.2o3|1e1.3o3	0.1187;0.7791;0.1031	0.0462;0.0571;0.0456	3	2	10070372-10070541;10070372-10070646;10070372-10070669	
AT4G02120.Araport11.447	AT4G02120.Araport11.447:s:942915-942953	s|1e1.1o2|1e1.2o2	0.9334;0.0666	0.0277;0.0277	2	2	942953-943015;942953-943022	
AT1G45248.Araport11.447	AT1G45248.Araport11.447:s:17163535-17163683	s|1e1.1o1|1e2.1o1	0.5945;0.4055	0.1579;0.1579	2	3	17163399-17163535;17163276-17163535	
AT2G44490.Araport11.447	AT2G44490.Araport11.447:s:18366697-18366834	s|1e1.1o1|2e1.1o1	0.0113;0.9887	0.0029;0.0029	2	2	18366784-18366939;18366834-18366939	
AT1G18700.Araport11.447	AT1G18700.Araport11.447:s:6441567-6441709	s|1e1.1o2|1e1.2o2	0.9524;0.0476	0.0275;0.0275	2	2	6441709-6441803;6441709-6441814	
AT1G45248.Araport11.447	AT1G45248.Araport11.447:t:na-17163276	t|1e1.1o1|1e2.1o1	0.3521;0.6479	0.1425;0.1425	2	3	17163276-17163535;17163276-17163346	
AT1G45249.Araport11.447	AT1G45249.Araport11.447:s:17166342-na	s|1e1.1o1|1e2.1o1	0.0818;0.9182	0.0308;0.0308	2	3	17166069-17166342;17165782-17166342	
AT5G57350.Araport11.447	AT5G57350.Araport11.447:s:23236539-na	s|1e1.1o2|1e1.2o2	0.5909;0.4091	0.1604;0.1604	2	2	23236394-23236539;23236388-23236539	
AT1G08750.Araport11.447	AT1G08750.Araport11.447:s:2802388-2802617	s|1e1.1o1|2e1.1o1	0.1229;0.8771	0.0569;0.0569	2	2	2802613-2802824;2802617-2802824	
AT4G25770.Araport11.447	AT4G25770.Araport11.447:s:13118989-13119271	s|1e1.1o1|2e1.1o1|3e1.1o1	0.1040;0.7778;0.1192	0.0556;0.0670;0.0580	3	2	13118908-13119096;13118908-13119032;13118908-13118989	
AT1G45249.Araport11.447	AT1G45249.Araport11.447:t:17165711-17165782	t|1e1.1o1|1e2.1o1	0.9605;0.0395	0.0222;0.0222	2	3	17165782-17166342;17165782-17165935	
AT4G02120.Araport11.447	AT4G02120.Araport11.447:s:943411-943496	s|1e1.1o1|1e2.1o1	0.9719;0.0281	0.0184;0.0184	2	3	943496-943579;943496-943707	
AT2G44520.Araport11.447	AT2G44520.Araport11.447:s:18380349-18380486	s|1e1.1o2|1e1.2o2	0.2323;0.7677	0.0495;0.0495	2	2	18380486-18380577;18380486-18380587	
AT4G02120.Araport11.447	AT4G02120.Araport11.447:t:943707-943787	t|1e1.1o1|1e2.1o1	0.0357;0.9643	0.0194;0.0194	2	3	943496-943707;943627-943707	
